Diet	High	Low	High	Low	High	Low	High	Low	High	Low	High	Low
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus simiae	12	139	6	163	54	44	104	56	33	116	81	102
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus simulans	99	117	33	133	409	77	144	202	153	133	195	125
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus sp. AntiMn-1	0	9	0	1	3	3	13	1	1	10	15	12
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus sp. M0911	4	68	4	53	29	8	38	13	8	58	45	52
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus sp. SDB 2975	12	64	3	92	36	30	38	26	16	37	34	58
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus stepanovicii	8	99	3	155	55	35	97	69	34	79	118	92
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus succinus	38	151	12	129	213	54	121	70	109	142	149	84
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus warneri	10	60	4	20	66	17	48	17	27	74	58	42
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus xylosus	211	307	128	1155	372	403	282	131	180	209	268	287
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae	214	672	238	870	438	388	543	554	282	539	509	544
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Laceyella	120	536	155	195	250	94	364	159	131	440	331	418
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Laceyella|s__Laceyella sacchari	120	536	155	195	250	94	364	159	131	440	331	418
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Novibacillus	17	43	14	158	25	82	38	137	25	37	32	50
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Novibacillus|s__Novibacillus thermophilus	17	43	14	158	25	82	38	137	25	37	32	50
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Staphylospora	38	42	26	315	44	113	46	108	62	25	46	35
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Staphylospora|s__Staphylospora marina	38	42	26	315	44	113	46	108	62	25	46	35
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces	39	51	43	200	118	97	94	150	64	37	100	41
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces|s__Thermoactinomyces vulgaris	39	51	43	200	118	97	94	150	64	37	100	41
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Acidibacillus	58	39	27	131	117	58	48	68	53	30	54	30
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Acidibacillus|s__Acidibacillus ferrooxidans	58	39	27	131	117	58	48	68	53	30	54	30
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium	1392	14596	2065	949	5237	775	9492	3098	2537	12665	9657	12898
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium acetylicum	0	8	0	11	11	8	8	15	3	17	14	16
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium antarcticum	43	15	26	55	257	39	47	34	85	16	61	16
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium mexicanum	33	28	28	60	33	59	36	33	26	31	49	18
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sibiricum	8	24	9	150	25	27	26	23	18	17	40	22
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. AT1b	26	44	10	114	18	62	23	28	11	33	25	35
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. MH3	14	85	6	163	19	18	37	86	13	56	44	64
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. N4-1P	1251	14329	1973	254	4812	533	9260	2827	2367	12451	9378	12677
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. U13-1	2	4	1	0	4	1	5	2	2	8	0	8
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. ZWU0009	3	17	0	4	12	2	16	2	4	18	11	14
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella	61	406	27	799	251	156	297	187	133	308	314	305
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella haemolysans	9	141	5	196	36	62	92	64	36	90	85	87
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella morbillorum	22	148	12	185	62	24	77	40	29	114	99	98
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella sp. ND 6198	0	3	0	21	1	3	3	6	2	1	2	3
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella sp. oral taxon 928	0	3	0	0	1	6	2	5	0	1	1	4
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	194438	41955	109066	453789	84851	320932	106170	155081	65404	23658	90016	50760
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	188	334	129	923	785	446	419	487	414	300	432	230
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	157	289	92	836	659	406	348	439	363	252	367	209
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus christensenii	72	51	22	177	286	68	81	147	119	66	113	55
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus sanguinicola	14	49	12	327	109	165	70	128	118	38	52	32
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus urinae	17	93	14	180	40	82	60	55	18	66	63	44
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus urinaeequi	9	37	5	19	29	9	31	8	14	30	25	23
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus urinaehominis	31	27	23	32	181	15	81	19	79	21	93	27
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus viridans	12	31	16	98	13	65	24	80	14	26	16	26
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Suicoccus	31	45	37	87	126	40	71	48	51	48	65	21
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Suicoccus|s__Suicoccus acidiformans	31	45	37	87	126	40	71	48	51	48	65	21
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	528	1068	447	1790	1770	638	1019	710	913	819	1135	741
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium	226	645	158	991	1211	332	608	362	599	504	743	459
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium divergens	60	150	40	276	285	81	119	77	119	137	151	110
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium inhibens	57	102	44	196	205	42	122	57	82	83	139	97
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium maltaromaticum	50	188	22	179	260	59	133	61	123	131	162	128
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium sp. 17-4	41	79	36	139	270	53	119	56	108	56	142	44
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium sp. CP1	13	95	10	171	163	66	86	82	157	69	122	56
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium sp. PL12RED10	0	11	0	3	10	0	10	3	2	9	11	7
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium sp. PL17GRE32	1	1	0	7	14	5	9	3	2	3	4	7
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium sp. PL26RED25	0	0	0	1	0	2	0	1	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Dolosigranulum	11	37	9	38	33	10	28	38	11	30	24	31
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Dolosigranulum|s__Dolosigranulum pigrum	11	37	9	38	33	10	28	38	11	30	24	31
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca	249	264	252	627	319	244	259	249	222	185	237	179
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca|s__Jeotgalibaca dankookensis	213	103	228	227	166	116	102	92	158	69	90	62
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca|s__Jeotgalibaca sp. H21T32	19	97	14	285	72	81	96	120	41	66	100	63
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca|s__Jeotgalibaca sp. PTS2502	16	61	10	96	78	45	60	36	23	48	46	50
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Marinilactibacillus	42	122	27	132	205	47	117	57	81	98	123	70
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Marinilactibacillus|s__Marinilactibacillus sp. 15R	42	122	27	132	205	47	117	57	81	98	123	70
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	1876	3464	1262	7170	5598	2981	3369	2708	3031	2811	4142	2849
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	1189	2536	647	5214	3846	2331	2413	2087	2080	2076	2971	2125
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus avium	31	171	21	386	128	139	130	134	71	122	141	108
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus casseliflavus	15	61	9	45	117	13	56	13	49	61	70	25
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus cecorum	19	121	9	236	59	92	97	86	47	96	92	94
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus durans	23	138	23	163	106	60	116	74	50	123	106	100
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis	338	447	177	1070	957	735	530	504	610	386	819	498
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecium	225	352	109	1080	661	412	390	319	335	280	461	305
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus gallinarum	5	20	2	28	12	7	10	4	7	19	14	14
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus gilvus	68	141	45	268	266	46	122	82	140	85	157	91
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus hirae	20	166	13	114	72	76	147	129	50	123	134	112
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus mundtii	77	227	42	140	281	98	172	118	129	184	202	157
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. CR-Ec1	3	21	3	100	6	18	18	52	6	21	14	39
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. DA9	8	2	2	0	46	0	5	0	15	1	12	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. FDAARGOS_375	9	29	2	13	25	8	21	17	14	26	15	23
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. FDAARGOS_553	2	13	0	2	1	4	3	1	4	10	7	5
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. HSIEG1	2	13	1	53	3	15	11	11	2	1	9	9
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. M190262	6	31	9	5	43	6	29	8	21	34	29	35
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus thailandicus	55	60	20	103	165	35	64	48	87	80	85	60
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus wangshanyuanii	126	195	59	159	521	59	222	103	225	157	309	145
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Melissococcus	54	127	42	201	88	84	112	85	98	115	159	91
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Melissococcus|s__Melissococcus plutonius	54	127	42	201	88	84	112	85	98	115	159	91
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus	194	400	116	586	849	146	424	223	360	321	533	263
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus halophilus	71	207	47	197	296	51	221	106	126	175	252	126
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus koreensis	24	63	17	100	43	39	52	40	43	51	64	37
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus osmophilus	72	91	27	141	344	37	105	51	126	74	144	81
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus	390	396	436	1102	653	387	385	293	435	294	419	361
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus penaei	10	110	8	177	39	31	79	33	27	88	82	84
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus sp. CF-49	12	53	5	66	54	20	58	13	41	61	48	56
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus sp. MN-17	354	88	400	345	446	205	163	143	327	56	205	88
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus teuberi	13	124	18	225	98	113	76	88	37	80	75	119
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	155314	9807	78660	92514	39804	133752	84966	21539	27179	6651	62261	6883
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	154921	9223	78171	88703	39086	132138	84542	20250	26748	6243	61736	6247
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus acetotolerans	27	90	15	51	238	70	104	96	150	63	119	53
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus acidipiscis	16	72	18	177	68	46	95	45	41	53	93	41
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus acidophilus	22	108	16	69	43	36	81	29	33	86	63	62
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus agilis	20	52	6	65	146	12	40	10	58	43	41	26
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus alimentarius	11	65	7	39	49	34	56	21	13	65	51	37
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus allii	39	82	8	143	169	33	91	52	76	75	116	73
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus amylolyticus	52	56	17	83	199	20	76	22	85	48	80	22
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus amylophilus	14	34	12	27	21	13	22	12	10	17	34	22
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus amylovorus	40	111	26	166	206	29	113	40	68	108	121	135
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus animalis	4	53	2	59	193	75	89	62	191	51	117	44
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus apis	7	38	8	27	29	7	42	11	12	39	42	23
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus backii	192	192	237	2176	211	1184	101	849	193	71	104	260
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus bombi	14	61	6	106	51	40	62	21	48	75	62	41
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus brevis	48	154	38	287	100	140	118	177	69	131	115	124
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus buchneri	33	48	22	85	62	36	43	38	49	31	55	38
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus casei	22	74	15	138	58	37	42	83	35	55	60	62
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus coryniformis	15	103	21	82	55	41	86	71	39	98	78	86
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus crispatus	69	117	56	262	189	75	104	85	77	119	106	94
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus crustorum	30	76	15	168	44	56	54	75	46	56	51	61
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus curieae	10	52	3	76	20	47	29	25	13	49	28	33
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus curvatus	65	222	39	202	231	132	214	175	115	216	199	179
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus delbrueckii	79	194	108	658	127	201	159	203	119	127	163	139
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus dextrinicus	29	52	12	107	297	49	102	51	214	43	132	53
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus farciminis	12	95	10	33	92	45	67	38	63	55	58	47
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus fermentum	53	118	37	366	85	195	69	178	43	82	87	99
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus fructivorans	9	43	9	20	49	36	42	29	22	28	34	24
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus frumenti	5	22	5	9	29	11	20	14	8	27	21	21
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus fuchuensis	19	33	13	33	110	12	45	15	69	22	51	18
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus futsaii	18	79	12	29	31	26	55	29	34	57	54	52
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus gallinarum	67	24	15	5	269	8	60	0	109	20	117	13
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus gasseri	73	78	37	116	200	61	131	37	92	79	140	45
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus gastricus	3	28	1	22	17	29	24	14	6	28	26	30
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus ginsenosidimutans	28	102	20	232	71	34	59	51	37	86	70	99
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus graminis	2	46	5	64	24	22	42	34	14	22	34	32
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus harbinensis	53	72	55	344	125	92	69	126	55	46	94	87
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus heilongjiangensis	22	82	15	59	50	26	60	48	14	70	52	54
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus helsingborgensis	10	20	5	52	21	4	20	9	10	23	16	5
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus helveticus	82	128	58	551	105	250	104	215	100	95	95	102
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus hilgardii	15	58	9	83	23	26	40	37	18	43	31	41
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus hokkaidonensis	306	89	197	233	276	112	89	124	252	80	163	87
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus hordei	59	100	15	109	257	19	91	35	114	60	137	30
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus iners	42	71	19	80	194	25	77	23	82	42	96	41
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus jensenii	25	120	14	130	70	49	86	63	39	109	67	83
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus jinshani	11	64	10	43	43	21	56	21	22	43	54	47
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus johnsonii	149246	2432	73441	71712	27142	123331	77160	12981	19966	808	53695	733
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus kefiranofaciens	20	51	7	280	113	72	65	36	40	44	46	59
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus koreensis	6	28	9	133	24	21	22	12	14	26	20	21
